"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","task","test_trial"
"","","","","","html-keyboard-response","266","356385","0.0-5.0-0.63","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","267","357877","0.0-5.0-1.63","1491","[""videos/fast_high_c8_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","268","358629","0.0-5.0-0.64","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","269","360263","0.0-5.0-1.64","1633","[""videos/med_low_c7_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","270","360765","0.0-5.0-0.65","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","271","362935","0.0-5.0-1.65","2169","[""videos/fast_high_c12_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","272","363937","0.0-5.0-0.66","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","273","365474","0.0-5.0-1.66","1537","[""videos/fast_med_c15_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","274","366477","0.0-5.0-0.67","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","275","368166","0.0-5.0-1.67","1688","[""videos/fast_med_c15_teal_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","276","368919","0.0-5.0-0.68","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","277","370734","0.0-5.0-1.68","1814","[""videos/fast_med_c16_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","278","371235","0.0-5.0-0.69","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","279","372710","0.0-5.0-1.69","1473","[""videos/fast_high_c8_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","280","373713","0.0-5.0-0.70","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","281","375726","0.0-5.0-1.70","2012","[""videos/slow_low_c12_purple_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","282","376227","0.0-5.0-0.71","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","283","377851","0.0-5.0-1.71","1622","[""videos/slow_high_c4_teal_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","284","378603","0.0-5.0-0.72","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","285","380329","0.0-5.0-1.72","1725","[""videos/med_med_c8_teal.mov""]","j","response","false"
"","","","","","html-keyboard-response","286","381081","0.0-5.0-0.73","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","287","382521","0.0-5.0-1.73","1438","[""videos/slow_med_c1_teal_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","288","383022","0.0-5.0-0.74","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","289","384788","0.0-5.0-1.74","1765","[""videos/med_low_c8_teal_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","290","385843","0.0-5.0-2.74-0.74","1055","<p>You can take a quick break now if you need it.</p>
      <p>Press the spacebar to continue.</p>"," ","",""
"","","","","","html-keyboard-response","291","386345","0.0-5.0-0.75","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","292","387987","0.0-5.0-1.75","1641","[""videos/slow_low_c3_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","293","388989","0.0-5.0-0.76","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","294","390591","0.0-5.0-1.76","1600","[""videos/fast_high_c15_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","295","391593","0.0-5.0-0.77","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","296","393437","0.0-5.0-1.77","1842","[""videos/slow_med_c2_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","297","394439","0.0-5.0-0.78","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","298","396186","0.0-5.0-1.78","1746","[""videos/med_med_c14_purple.mov""]","j","response","false"
"","","","","","html-keyboard-response","299","397189","0.0-5.0-0.79","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","300","398686","0.0-5.0-1.79","1495","[""videos/slow_high_c3_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","301","399437","0.0-5.0-0.80","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","302","401026","0.0-5.0-1.80","1588","[""videos/med_low_c9_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","303","401528","0.0-5.0-0.81","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","304","403276","0.0-5.0-1.81","1747","[""videos/fast_low_c16_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","305","404278","0.0-5.0-0.82","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
