"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","task","test_trial"
"","","","","","html-keyboard-response","554","927945","0.0-7.0-0.59","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","555","929546","0.0-7.0-1.59","1600","[""videos/slow_med_c7_white.mov""]","j","response","false"
"","","","","","html-keyboard-response","556","930299","0.0-7.0-0.60","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","557","931506","0.0-7.0-1.60","1206","[""videos/fast_med_c11_white_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","558","932258","0.0-7.0-0.61","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","559","935421","0.0-7.0-1.61","3161","[""videos/slow_high_c6_white_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","560","935923","0.0-7.0-0.62","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","561","937346","0.0-7.0-1.62","1421","[""videos/med_med_c9_white.mov""]","f","response","false"
"","","","","","html-keyboard-response","562","938098","0.0-7.0-0.63","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","563","939691","0.0-7.0-1.63","1591","[""videos/med_low_c9_white_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","564","940443","0.0-7.0-0.64","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","565","942134","0.0-7.0-1.64","1691","[""videos/slow_high_c4_white.mov""]","j","response","false"
"","","","","","html-keyboard-response","566","944320","0.0-8.0","2185","<p>Thank you for completing the experiment.</p>","j","",""
