"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","task","test_trial"
"","","","","","video-keyboard-response","228","421538","0.0-5.0-1.104","1709","[""videos/med_high_c7_purple.mov""]","f","response","false"
"","","","","","html-keyboard-response","229","422040","0.0-5.0-0.105","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","230","423755","0.0-5.0-1.105","1714","[""videos/fast_med_c16_pink.mov""]","f","response","false"
"","","","","","html-keyboard-response","231","424507","0.0-5.0-0.106","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","232","426152","0.0-5.0-1.106","1643","[""videos/fast_med_c16_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","233","427154","0.0-5.0-0.107","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","234","428756","0.0-5.0-1.107","1601","[""videos/med_high_c3_purple.mov""]","f","response","false"
"","","","","","html-keyboard-response","235","429508","0.0-5.0-0.108","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","236","431144","0.0-5.0-1.108","1635","[""videos/med_high_c8_teal_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","237","431895","0.0-5.0-0.109","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","238","433945","0.0-5.0-1.109","2048","[""videos/med_med_c8_teal_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","239","434947","0.0-5.0-0.110","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","240","436611","0.0-5.0-1.110","1662","[""videos/slow_med_c1_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","241","437113","0.0-5.0-0.111","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","242","438432","0.0-5.0-1.111","1318","[""videos/slow_med_c2_purple.mov""]","f","response","false"
"","","","","","html-keyboard-response","243","438934","0.0-5.0-0.112","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","244","440213","0.0-5.0-1.112","1278","[""videos/fast_med_c6_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","245","441215","0.0-5.0-0.113","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","246","442337","0.0-5.0-1.113","1120","[""videos/fast_high_c15_pink.mov""]","j","response","false"
"","","","","","html-keyboard-response","247","442839","0.0-5.0-0.114","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","248","444391","0.0-5.0-1.114","1550","[""videos/fast_med_c14_pink_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","249","445688","0.0-5.0-2.114-0.114","1296","<p>You can take a quick break now if you need it.</p>
      <p>Press the spacebar to continue.</p>"," ","",""
