"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","task","test_trial"
"","","","","","video-keyboard-response","177","232354","0.0-5.0-1.79","2746","[""videos/fast_med_c15_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","178","232855","0.0-5.0-0.80","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","179","233954","0.0-5.0-1.80","1097","[""videos/fast_low_c16_purple.mov""]","j","response","false"
"","","","","","html-keyboard-response","180","234955","0.0-5.0-0.81","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","181","236474","0.0-5.0-1.81","1517","[""videos/med_high_c10_tan.mov""]","j","response","false"
"","","","","","html-keyboard-response","182","237476","0.0-5.0-0.82","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","183","239579","0.0-5.0-1.82","2102","[""videos/med_low_c10_purple.mov""]","j","response","false"
"","","","","","html-keyboard-response","184","240080","0.0-5.0-0.83","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","185","241585","0.0-5.0-1.83","1504","[""videos/fast_med_c16_tan_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","186","242086","0.0-5.0-0.84","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","187","243963","0.0-5.0-1.84","1875","[""videos/med_med_c11_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","188","244963","0.0-5.0-0.85","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","189","246835","0.0-5.0-1.85","1871","[""videos/fast_high_c11_tan.mov""]","j","response","false"
"","","","","","html-keyboard-response","190","247587","0.0-5.0-0.86","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","191","249002","0.0-5.0-1.86","1413","[""videos/fast_med_c15_purple_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","192","249754","0.0-5.0-0.87","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","193","255904","0.0-5.0-1.87","6148","[""videos/slow_med_c2_tan.mov""]","j","response","false"
"","","","","","html-keyboard-response","194","256656","0.0-5.0-0.88","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","195","258042","0.0-5.0-1.88","1384","[""videos/fast_high_c4_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","196","258795","0.0-5.0-0.89","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","197","259814","0.0-5.0-1.89","1018","[""videos/med_low_c9_tan.mov""]","j","response","false"
"","","","","","html-keyboard-response","198","260816","0.0-5.0-0.90","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","199","262414","0.0-5.0-1.90","1596","[""videos/slow_low_c2_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","200","263416","0.0-5.0-0.91","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","201","264571","0.0-5.0-1.91","1153","[""videos/slow_low_c2_tan_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","202","265072","0.0-5.0-0.92","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","203","266449","0.0-5.0-1.92","1376","[""videos/slow_high_c2_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","204","267201","0.0-5.0-0.93","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","205","268351","0.0-5.0-1.93","1148","[""videos/slow_low_c7_purple.mov""]","j","response","false"
"","","","","","html-keyboard-response","206","269103","0.0-5.0-0.94","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","207","270762","0.0-5.0-1.94","1658","[""videos/fast_high_c13_pink.mov""]","j","response","false"
"","","","","","html-keyboard-response","208","271529","0.0-5.0-2.94-0.94","766","<p>You can take a quick break now if you need it.</p>
      <p>Press the spacebar to continue.</p>"," ","",""
"","","","","","html-keyboard-response","209","272030","0.0-5.0-0.95","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","210","273490","0.0-5.0-1.95","1458","[""videos/slow_low_c1_pink.mov""]","f","response","false"
"","","","","","html-keyboard-response","211","273991","0.0-5.0-0.96","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","212","276748","0.0-5.0-1.96","2755","[""videos/fast_low_c14_teal.mov""]","j","response","false"
"","","","","","html-keyboard-response","213","277501","0.0-5.0-0.97","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","214","279894","0.0-5.0-1.97","2392","[""videos/fast_high_c10_tan.mov""]","j","response","false"
"","","","","","html-keyboard-response","215","280395","0.0-5.0-0.98","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","216","282138","0.0-5.0-1.98","1742","[""videos/slow_high_c1_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","217","282891","0.0-5.0-0.99","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","218","285328","0.0-5.0-1.99","2436","[""videos/fast_med_c14_pink_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","219","286330","0.0-5.0-0.100","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","220","287805","0.0-5.0-1.100","1474","[""videos/fast_high_c13_teal_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","221","288807","0.0-5.0-0.101","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","222","289819","0.0-5.0-1.101","1010","[""videos/slow_low_c12_teal.mov""]","j","response","false"
"","","","","","html-keyboard-response","223","290321","0.0-5.0-0.102","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","224","292559","0.0-5.0-1.102","2237","[""videos/slow_high_c1_purple_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","225","293310","0.0-5.0-0.103","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","226","294936","0.0-5.0-1.103","1625","[""videos/med_low_c10_tan_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","227","295689","0.0-5.0-0.104","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","228","297415","0.0-5.0-1.104","1724","[""videos/med_med_c14_tan.mov""]","j","response","false"
"","","","","","html-keyboard-response","229","298167","0.0-5.0-0.105","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","230","299830","0.0-5.0-1.105","1662","[""videos/med_med_c8_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","231","300332","0.0-5.0-0.106","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","232","301859","0.0-5.0-1.106","1526","[""videos/fast_med_c13_pink_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","233","302861","0.0-5.0-0.107","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","234","304118","0.0-5.0-1.107","1255","[""videos/fast_low_c15_tan_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","235","304619","0.0-5.0-0.108","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","236","306095","0.0-5.0-1.108","1475","[""videos/slow_high_c2_teal_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","237","306848","0.0-5.0-0.109","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","238","309244","0.0-5.0-1.109","2395","[""videos/fast_low_c16_tan_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","239","309746","0.0-5.0-0.110","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","240","311885","0.0-5.0-1.110","2137","[""videos/med_med_c6_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","241","312386","0.0-5.0-0.111","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","242","313442","0.0-5.0-1.111","1054","[""videos/med_low_c16_purple.mov""]","j","response","false"
"","","","","","html-keyboard-response","243","314444","0.0-5.0-0.112","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","244","318790","0.0-5.0-1.112","4344","[""videos/fast_high_c12_pink.mov""]","j","response","false"
"","","","","","html-keyboard-response","245","319291","0.0-5.0-0.113","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","246","321452","0.0-5.0-1.113","2159","[""videos/med_med_c7_purple_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","247","322204","0.0-5.0-0.114","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","248","323325","0.0-5.0-1.114","1120","[""videos/med_low_c12_purple.mov""]","j","response","false"
"","","","","","html-keyboard-response","249","324336","0.0-5.0-2.114-0.114","1011","<p>You can take a quick break now if you need it.</p>
      <p>Press the spacebar to continue.</p>"," ","",""
"","","","","","html-keyboard-response","250","325338","0.0-5.0-0.115","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","251","326310","0.0-5.0-1.115","970","[""videos/fast_low_c17_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","252","327312","0.0-5.0-0.116","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
